"Experiment page name",Study,"Location of subjects","Host species","Body site","UBERON ID",Condition,"EFO ID","Group 0 name","Group 1 name","Group 1 definition","Group 0 sample size","Group 1 sample size","Antibiotics exclusion","Sequencing type","16S variable region","Sequencing platform","Statistical test","Significance threshold","MHT correction","LDA Score above","Matched on","Confounders controlled for",Pielou,Shannon,Chao1,Simpson,"Inverse Simpson",Richness,State,Reviewer
"Experiment 1","Study 159",China,"Homo sapiens","Dental plaque",UBERON:0016482,"gingival disease",EFO:0009670,before,"1 month after the placement of the brackets","subgingial microbial changes during fixed appliance treatment",10,10,"1 month",16S,"3,4",Illumina,Metastats,0.05,false,,,,,unchanged,unchanged,unchanged,unchanged,unchanged,Complete,
"Experiment 1","Study 188","United Kingdom","Homo sapiens",Vagina,UBERON:0000996,"cervical cerclage",NCIT:C102763,"Vaginal microbiome of asymptomatic women prior to cerclage","Vaginal microbiome of symptomatic women prior ro cerclage",,13,7,,16S,"1,2",Illumina,LEfSe,0.05,false,2,,,,unchanged,,,,,Complete,
"Experiment 1","Study 211","United States of America","Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,"high fiber (Q3 and Q4)","low fiber (Q1 and Q2)","lower quartiles (Q1 and Q2) of fiber intake vs control (Q3 and Q4)",38,37,"no ""long term"" antibiotics use",16S,"3,4",Roche454,DESeq2,0.05,true,,,"age,body height,body mass index,body weight,race,sex,smoking behavior",,unchanged,,,,,Complete,
"Experiment 1","Study 169",China,"Homo sapiens",Tongue,UBERON:0001723,"gastric cancer",MONDO:0001056,"other coatings","white-thin tongue coating GC patient","gastric cancer with different tongue coatings",90,25,"4 weeks",16S,"3,4,5",RT-qPCR,LEfSe,0.05,false,,,,,unchanged,unchanged,unchanged,,unchanged,Complete,
"Experiment 1","Study 152",Finland,"Homo sapiens",Feces,UBERON:0001988,"cervical cancer",MONDO:0002974,"healthy controls","cervical cancer","pathology confirmed cervical cancer patients",5,8,"2 months",16S,4,Illumina,T-Test,0.05,false,,age,,,unchanged,unchanged,,,unchanged,Complete,Claregrieve1
"Experiment 1","Study 122","United States of America","Homo sapiens",Breast,UBERON:0000310,"breast carcinoma",EFO:0000305,"normal tissue","tumor tissue",,20,20,,16S,4,Illumina,T-Test,0.05,false,,,age,,,,,,unchanged,Complete,
"Experiment 1","Study 154",China,"Homo sapiens",Feces,UBERON:0001988,"colorectal cancer",EFO:0005842,"healthy controls","colorectal cancer","diagnosed only with colorectal cancer with endoscopy",14,9,"30 days",16S,6,Illumina,LEfSe,0.05,false,,,,,decreased,unchanged,,,,Complete,
"Experiment 1","Study 212","United States of America","Homo sapiens",Feces,UBERON:0001988,Diet,EFO:0002755,"high fiber (Q3 and Q4)","low fiber (Q1 and Q2)","subjects in the lower quartiles (Q1 and Q2) of fiber intake",75,76,"no ""long term"" antibiotics use",16S,"3,4",Illumina,DESeq2,0.05,true,,,"age,body mass index,race,sex,smoking behavior",,unchanged,,,,,Complete,Claregrieve1
"Experiment 1","Study 201","United States of America","Homo sapiens",Feces,UBERON:0001988,leukemia,EFO:0000565,"repeat therapy",induction,"acute leukemia patients undergoing chemotherapy",7,13,,16S,4,Illumina,LEfSe,0.01,true,4,,,,unchanged,,,,,Complete,
"Experiment 1","Study 107","United States of America","Homo sapiens",Feces,UBERON:0001988,"anorexia nervosa",EFO:0004215,"healthy controls",anorexia,,12,16,"2 month",16S,"1,2,3",Roche454,"Mann-Whitney (Wilcoxon)",0.1,true,,"age,sex",,,,decreased,,,,Complete,
"Experiment 1","Study 200","United States of America","Homo sapiens","Lower part of vagina",UBERON:0015243,"endometrial cancer",MONDO:0011962,pre,post,"patients undergoing hysterectomy",,,"2 weeks",16S,"3,4,5",Illumina,"Linear Regression",0.1,true,,,"vaginal pH",,decreased,,,,,Complete,
"Experiment 1","Study 237",Germany,"Homo sapiens",Feces,UBERON:0001988,"chronic hepatitis C virus infection",EFO:0004220,"healthy controls","cirrhosis patients","heatitis C patients without cirrhosis",50,38,"3 months",16S,"1,2",Illumina,DESeq2,0.05,false,,,,decreased,decreased,,decreased,,,Complete,
"Experiment 1","Study 246",Canada,"Homo sapiens",Feces,UBERON:0001988,asthma,MONDO:0004979,"no asthma","maternal asthma","maternal prenatal asthma/male caucasian infant",392,36,,16S,,Illumina,LEfSe,0.05,true,2,,,,,,,,,Complete,
"Experiment 1","Study 247","New Zealand","Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,"prebiotic (inulin-type fructan)",placebo,"placebo (control for prebiotic intake - representing lower fiber group)",34,33,"6 months",16S,"3,4",Illumina,ANOVA,0.05,false,,"age,body mass index,sex",,,unchanged,unchanged,,,,Complete,
"Experiment 1","Study 254","United States of America","Homo sapiens",Feces,UBERON:0001988,"nephrolithiasis,urolithiasis","EFO:0004253,MONDO:0024647","healthy control","kidney stone patient","kidney stone",6,23,"2 weeks",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,
"Experiment 1","Study 189",China,"Homo sapiens",Feces,UBERON:0001988,"chronic hepatitis B virus infection",EFO:0004239,"healthy controls","chronic hepatitis B patients","Chronic hepatitis B patients",22,85,"1 month",16S,"3,4",Illumina,LEfSe,0.01,false,2,"body mass index",,,unchanged,unchanged,unchanged,,unchanged,Complete,
"Experiment 1","Study 135","United States of America","Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,"low animal protein","High animal protein","high protein / low fiber",98,98,"6 months",16S,"1,2",Roche454,ANOVA,0.05,true,,,,,,,,,,Complete,
"Experiment 1","Study 102",Germany,"Homo sapiens",Feces,UBERON:0001988,"type II diabetes mellitus",MONDO:0005148,"normoglycemic controls","Women with gestational DM","Gestational Diabetes Mellitus  was diagnosed by a standardized oral glucose tolerance test (OGTT) after the 23rd week of the preceding pregnecy",35,42,"14 days",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,unchanged,unchanged,,,Complete,"Shaimaa Elsafoury"
"Experiment 1","Study 158",China,"Homo sapiens",Feces,UBERON:0001988,"lung cancer",MONDO:0008903,"healthy volunteers","lung cancer patients","lung cancer patients with a definite postoperative pathological diagnosis",41,41,"12 months",16S,"1,2",Illumina,Metastats,0.05,true,,"age,body mass index,sex",,,unchanged,unchanged,unchanged,,,Complete,Claregrieve1
"Experiment 1","Study 103",China,"Homo sapiens",Feces,UBERON:0001988,"unipolar depression",EFO:0003761,"Healthy Controls","depressed female",,24,24,yes,16S,"3,4,5",Roche454,LEfSe,0.05,false,,demographics,,,,,,,,Complete,"Shaimaa Elsafoury"
"Experiment 1","Study 173",China,"Homo sapiens",Feces,UBERON:0001988,"pancreatic carcinoma",EFO:0002618,"healthy controls","pancreatic cancer","diagnosed according to international guidelines by comprehensive consideration of clinical symptoms",57,85,"8 weeks",16S,"3,4,5",Illumina,LEfSe,0.05,false,,age,,,decreased,decreased,decreased,,,Complete,
"Experiment 1","Study 114",China,"Homo sapiens",Feces,UBERON:0001988,"unipolar depression",EFO:0003761,controls,MDD,,27,27,"6 months",16S,"3,4",Illumina,LEfSe,0.05,false,,,,,decreased,decreased,,,,Complete,
"Experiment 1","Study 240",Canada,"Homo sapiens",Feces,UBERON:0001988,"food allergy",EFO:1001890,"healthy control","infant with food sensitization","infant with food sensitization",154,12,,16S,4,Illumina,Kruskall-Wallis,0.05,true,,,,,unchanged,decreased,,,decreased,Complete,
"Experiment 1","Study 160",Australia,"Homo sapiens",Mouth,UBERON:0000165,"head and neck carcinoma",MONDO:0002038,"High-risk individuals","OCC & OPC","Newly diagnosed OCC(Oral Cavity Cancer) and OPC (Oropharyngeal Cancer)",11,31,,16S,"6,7,8",Illumina,Kruskall-Wallis,0.05,false,,,,,decreased,,,,,Complete,
"Experiment 1","Study 262","United States of America","Homo sapiens","nose,Bronchus","UBERON:0000004,UBERON:0002185","atopic asthma",EFO:0010638,"bronchial brush specimens","nasal brush speciments","nasal brush specimen type",27,27,"3 months",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,decreased,decreased,,,,decreased,Complete,Claregrieve1
"Experiment 1","Study 113",Japan,"Homo sapiens",Feces,UBERON:0001988,"unipolar depression",EFO:0003761,controls,MDD,,57,43,,16S,,RT-qPCR,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,
"Experiment 1","Study 245",China,"Homo sapiens",Feces,UBERON:0001988,"nephrolithiasis,urolithiasis","EFO:0004253,MONDO:0024647","healthy control","kidney stone group","kidney stones",13,13,"3 months",16S,4,Illumina,LEfSe,0.05,false,3,"age,race",,,unchanged,unchanged,unchanged,,,Complete,
"Experiment 1","Study 171",Japan,"Homo sapiens",Saliva,UBERON:0001836,"digestive system cancer",MONDO:0002516,controls,"digestive tract cancer patients","patients with digestive tract cancers (tongue/pharynx, esophagus, stomach and/or large intestine)",118,59,"1 month",16S,"1,2","Ion Torrent",LEfSe,0.05,false,3,"age,sex",,,increased,increased,unchanged,,,Complete,Claregrieve1
"Experiment 1","Study 111",China,"Homo sapiens",Feces,UBERON:0001988,"attention deficit hyperactivity disorder",EFO:0003888,"healthy control",ADHD,,32,51,"2 months",16S,"3,4",Illumina,LEfSe,0.05,true,2,,,,unchanged,unchanged,unchanged,,,Complete,
"Experiment 1","Study 191",Japan,"Homo sapiens",Feces,UBERON:0001988,equol,CHEBI:34741,"equol non-producers","equol producers","The equol production status was defined by a urinary log 10 - transformed equol/daidzein ratio of −1.75 or more as described previously",586,458,,16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,increased,increased,,,,Complete,
"Experiment 1","Study 112",Germany,"Homo sapiens",Feces,UBERON:0001988,"attention deficit hyperactivity disorder",EFO:0003888,controls,"ADHD males",,17,14,,16S,"1,2",Illumina,LEfSe,0.05,false,,,,,decreased,unchanged,,,,Complete,
"Experiment 1","Study 105","United States of America","Homo sapiens",Feces,UBERON:0001988,"unipolar depression",EFO:0003761,"healthy controls",bipolar,,64,115,,16S,4,Illumina,"Logistic Regression",0.05,true,,,age,,,,,,,Complete,
"Experiment 1","Study 144",China,"Homo sapiens",Throat,UBERON:0000341,"air pollution",ENVO:02500037,"lightly poluuted region (A)","moderately polluted region (B)","paticipants lived in any of those regions for more than 2 years. region A: (lightly polluted region of PM 2.5), region B: (moderately polluted region of PM 2.5) and region C: (heavily polluted region of PM 2.5)",35,40,"3 months",16S,3,Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,"vital capacity",,,,,,,Complete,"Shaimaa Elsafoury"
"Experiment 1","Study 162",China,"Homo sapiens",Feces,UBERON:0001988,"lung cancer",MONDO:0008903,"healthy control","lung cancer group","newly diagnosed lung cancer patients by histopathology and computed tomography",16,30,"1 month",16S,4,Illumina,LEfSe,0.05,false,,,,,decreased,unchanged,decreased,,unchanged,Complete,
"Experiment 1","Study 265",Finland,"Homo sapiens",Mouth,UBERON:0000165,"human papilloma virus infection",EFO:0001668,"at birth","two months","HPV infection",13,22,,16S,4,Illumina,LEfSe,0.05,false,3,,,,unchanged,increased,,,increased,Complete,
"Experiment 1","Study 277",Spain,"Homo sapiens",Feces,UBERON:0001988,"Crohn's disease",EFO:0000384,"healthy control","crohn's disease","new-onset adult crohn's disease (CD) patients",16,13,"10 weeks",16S,"1,2,3",Illumina,Chi-Square,0.05,false,,"age,sex",,,decreased,,,,,Complete,Fatima
"Experiment 1","Study 243",China,"Homo sapiens",Feces,UBERON:0001988,"gastric cancer",MONDO:0001056,"non-current H.pylori infection","current H.pylori infection","patients with H.pylori infection (bacteria were histologically detected in any one of the biopsies or it was positively indicated by C-UBT)",23,24,,16S,4,Illumina,"Welch's T-Test",0.05,false,,,,,unchanged,,,,unchanged,Complete,Claregrieve1
"Experiment 1","Study 242",China,"Homo sapiens","Dental plaque",UBERON:0016482,"Iron deficiency anemia",HP:0001891,"healthy control","iron deficiency anemia","patients with iron deficiency anemia",24,24,"2 weeks",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,"age,sex",,,decreased,unchanged,decreased,,,Complete,
"Experiment 1","Study 151",China,"Homo sapiens",Feces,UBERON:0001988,"breast cancer",MONDO:0007254,controls,"Postmenopausal breast cancer patients","Postmenopausal breast cancer patients",46,44,"3 months",WMS,,Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,unchanged,increased,,,unchanged,Complete,"Fatima Zohra"
"Experiment 1","Study 139","United States of America","Homo sapiens","Oral gland",UBERON:0010047,"head and neck squamous cell carcinoma",EFO:0000181,controls,HNSCC,"histologically confirmed incident HNSCC including oral cavity, pharynx and larynx. (excluding salivary glands & nasopharynx)",254,129,,16S,"3,4",Roche454,DESeq2,0.1,true,,"age,ethnic group,sex","age,sex,smoking status",,,,,unchanged,unchanged,Complete,"Fatima Zohra"
"Experiment 1","Study 109",Germany,"Homo sapiens",Feces,UBERON:0001988,"anorexia nervosa",EFO:0004215,"normal weight participants","anorexia patients before weight gain",,55,55,"8 weeks",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.15,true,,,"age,sex",,unchanged,unchanged,,,,Complete,Lwaldron
"Experiment 1","Study 231","United Kingdom","Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,"renatta canada apple - at 10 hr",cellulose,"poorly fermentable fiber (cellulose)",3,3,"3 months",16S,"3,4",Illumina,ANOVA,0.05,true,,,,,increased,increased,,,increased,Complete,
"Experiment 1","Study 187","United States of America","Homo sapiens",Vagina,UBERON:0000996,"medroxyprogesterone acetate",CHEBI:6716,"depot medroxyprogesterone acetate vaginal microbiome (visit 2) among black participants","naive black participants (baseline visit)","participants who had not yet been given the medroxyprogesterone acetate treatment at baseline",16,16,"before sample collection",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.2,true,,,,,,,,,,Complete,
"Experiment 1","Study 219","United States of America","Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,"higher fiber (almonds) - interaction by time","lower fiber (cracker)","students eating crackers",35,38,,16S,"4,5",Illumina,ANCOM,0.05,true,,,,,decreased,decreased,unchanged,,decreased,Complete,
"Experiment 1","Study 145","United States of America","Homo sapiens",Saliva,UBERON:0001836,"oral squamous cell carcinoma",EFO:0000199,Controls,"oral squamous cell carcinoma (OSCC)","disgnosed oral squamous cell carcinoma via biopsy, age 18 years or older and immunocompetent",229,45,"3 months",,,"DNA-DNA Hybridization","Mann-Whitney (Wilcoxon)",0.001,true,,"age,sex,smoking behavior",,,,,,,,Complete,"Rimsha Azhar"
"Experiment 1","Study 259","United States of America","Homo sapiens","Skin of cheek",UBERON:0008803,"atopic eczema",EFO:0000274,"no emollient use","emollient use","infant randomized to emollient therapy",9,10,"during study",16S,"1,2,3",Roche454,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,unchanged,increased,,,increased,Complete,
"Experiment 1","Study 288",Italy,"Homo sapiens",Feces,UBERON:0001988,Phenylketonuria,MONDO:0009861,"mild hyperphenylalaninemic with unrestricted diet","phenylketonuric with Phe-restricted diet","phenylketonuric patients with restricted (phenylalanine-free) diets",21,21,"3 months",16S,"2,3",RT-qPCR,"Mann-Whitney (Wilcoxon)",0.05,false,,"age,sex",,,,,,,,Complete,
"Experiment 1","Study 275","United States of America","Homo sapiens",Feces,UBERON:0001988,"acute lymphoblastic leukemia",EFO:0000220,"healthy sibling control","ALL patient","before chemotherapy adminstration in pediatric and adolescent Acute Lymphoblastic Leukemia at time of disease diagnosis",23,28,,16S,"1,2,3",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,,,,Complete,
"Experiment 1","Study 268",China,"Homo sapiens","Uterine cervix",UBERON:0000002,"cervical glandular intraepithelial neoplasia",EFO:1000165,"after loop electrosurgical excision procedure",before,"Cervical intraepithelial neoplasia 2/3 patients who underwent Loop electrosurgical excision procedure(LEEP)",26,26,"6 months",16S,"3,4",Illumina,LEfSe,0.05,false,2,,,,unchanged,,,unchanged,increased,Complete,"Fatima Zohra"
"Experiment 1","Study 148",China,"Homo sapiens",Feces,UBERON:0001988,"polycystic ovary syndrome",EFO:0000660,HC,NIR-PCOS,"diagnosed if two of the following were present: olig-/amenorrhea, clinical and/or biochemical hyperandrogenish, or polycystic ovaries",8,8,"administration of antibiotics",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,unchanged,,,,,Complete,
"Experiment 1","Study 165",China,"Homo sapiens",Feces,UBERON:0001988,"chronic kidney disease",EFO:0003884,"healthy controls","chronic kidney disease patients","individuals diagnosed with chronic kidney disease because they exhibited an effective glomerular filtration rate of <60mL/min for a 3 month period",22,50,"3 months",16S,"3,4",Illumina,LEfSe,0.05,true,2,,,,unchanged,,unchanged,,,Complete,Claregrieve1
"Experiment 1","Study 177",Sweden,"Homo sapiens",Mucosa,UBERON:0000344,"colorectal cancer",EFO:0005842,control,mucosa,"patients diagnosed with stage I-III colon cancer",14,12,recent,16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,,,,,increased,Complete,
"Experiment 1","Study 234","Finland,Germany,United Kingdom","Homo sapiens","Skin of body",UBERON:0002097,"atopic eczema",EFO:0000274,"healthy control","adult with atopic dermatitis","adult with atopic dermatitis",115,82,"2 weeks",16S,,Roche454,"Mann-Whitney (Wilcoxon)",0.05,true,,,"age,sex",,unchanged,,,,unchanged,Complete,
