"Signature page name",Experiment,Study,Source,"Curated date",Curator,"Revision editor",Description,"Abundance in Group 1","MetaPhlAn taxon names","NCBI Taxonomy IDs",State,Reviewer
"Signature 3","Experiment 1","Study 558","Figure 5","19 November 2021",Mmarin,Mmarin,"Phylogenetic tree of peptide deformylase amino acid sequences for species of gastrointestinal (GI) microbiota detected in this study and bacterial pathogens with available MIC data for GSK1322322. Bacterial pathogens were classified as low susceptible (red) or high susceptible (green) according to an MIC cutoff of ≥ 8.0 μg/ml (see Materials and Methods). GI bacteria were classified by changes in oral-i.v. end-of-study compared to prestudy samples as having a statistically significant increase (blue) or decrease (orange) in the relative abundances, or as no change (black). The phylogenetic tree was reconstructed using the neighbor-joining method with the JTT option in the software MEGA6. Support for nodes in 1,000 bootstrap replicates is indicated by increased sizes as well as weighting to the red color spectrum of the circles at the nodes.",increased,"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium dentium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium sp.,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Enterobacteriaceae bacterium,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella parvirubra,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis",2|201174|1760|85004|31953|1678|1680;2|201174|1760|85004|31953|1678|1689;2|201174|1760|85004|31953|1678|41200;2|1224|1236|91347|543|1849603;2|1224|28216|80840|995019|40544|437898;2|1224|28216|80840|995019|40544|40545,Incomplete,
"Signature 4","Experiment 1","Study 558","Figure 5","19 November 2021",Mmarin,Mmarin,"Phylogenetic tree of peptide deformylase amino acid sequences for species of gastrointestinal (GI) microbiota detected in this study and bacterial pathogens with available MIC data for GSK1322322. Bacterial pathogens were classified as low susceptible (red) or high susceptible (green) according to an MIC cutoff of ≥ 8.0 μg/ml (see Materials and Methods). GI bacteria were classified by changes in oral-i.v. end-of-study compared to prestudy samples as having a statistically significant increase (blue) or decrease (orange) in the relative abundances, or as no change (black). The phylogenetic tree was reconstructed using the neighbor-joining method with the JTT option in the software MEGA6. Support for nodes in 1,000 bootstrap replicates is indicated by increased sizes as well as weighting to the red color spectrum of the circles at the nodes.",decreased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter laneus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Oscillospiraceae bacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__[Ruminococcus] lactaris,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hansenii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp.,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hydrogenotrophica,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes sp.,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bromii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus champanellensis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__[Ruminococcus] gnavus",2|976|200643|171549|2005525|375288;2|976|200643|171549|1853231|283168;2|976|200643|171549|171552|838|165179;2|976|200643|171549|815|816|820;2|976|200643|171549|1853231|283168|626933;2|1239|186801|186802|216572|2485925;2|1239|186801|186802|216572|216851|853;2|1239|186801|186802|186803|2316020|46228;2|1239|186801|186802|186803|572511|1322;2|1239|186801|186802|216572|1263|41978;2|1239|186801|186802|186803;2|1239|186801|186802|186803|572511|53443;2|1239|186801|186802|186803|207244|1872530;2|1239|186801|186802|216572|1263|40518;2|1239|186801|186802|216572|1263|1161942;2|1239|186801|186802|186803|2316020|33038,Incomplete,
"Signature 1","Experiment 2","Study 558","Figure 5","13 January 2022",Mmarin,Mmarin,"Phylogenetic tree of peptide deformylase amino acid sequences for species of gastrointestinal (GI) microbiota detected in this study and bacterial pathogens with available MIC data for GSK1322322. Bacterial pathogens were classified as low susceptible (red) or high susceptible (green) according to an MIC cutoff of ≥ 8.0 μg/ml (see Materials and Methods). GI bacteria were classified by changes in oral-i.v. end-of-study compared to prestudy samples as having a statistically significant increase (blue) or decrease (orange) in the relative abundances, or as no change (black). The phylogenetic tree was reconstructed using the neighbor-joining method with the JTT option in the software MEGA6. Support for nodes in 1,000 bootstrap replicates is indicated by increased sizes as well as weighting to the red color spectrum of the circles at the nodes.",increased,"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium dentium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium sp.,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Enterobacteriaceae bacterium,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella parvirubra,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis",2|201174|1760|85004|31953|1678|1680;2|201174|1760|85004|31953|1678|1689;2|201174|1760|85004|31953|1678|41200;2|1224|1236|91347|543|1849603;2|1224|28216|80840|995019|40544|437898;2|1224|28216|80840|995019|40544|40545,Complete,
"Signature 2","Experiment 2","Study 558","Figure 5","13 January 2022",Mmarin,Mmarin,"Phylogenetic tree of peptide deformylase amino acid sequences for species of gastrointestinal (GI) microbiota detected in this study and bacterial pathogens with available MIC data for GSK1322322. Bacterial pathogens were classified as low susceptible (red) or high susceptible (green) according to an MIC cutoff of ≥ 8.0 μg/ml (see Materials and Methods). GI bacteria were classified by changes in oral-i.v. end-of-study compared to prestudy samples as having a statistically significant increase (blue) or decrease (orange) in the relative abundances, or as no change (black). The phylogenetic tree was reconstructed using the neighbor-joining method with the JTT option in the software MEGA6. Support for nodes in 1,000 bootstrap replicates is indicated by increased sizes as well as weighting to the red color spectrum of the circles at the nodes.",decreased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter laneus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Oscillospiraceae bacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__[Ruminococcus] lactaris,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hansenii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp.,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hydrogenotrophica,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes sp.,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bromii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus champanellensis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__[Ruminococcus] gnavus",2|976|200643|171549|2005525|375288;2|976|200643|171549|1853231|283168;2|976|200643|171549|171552|838|165179;2|976|200643|171549|815|816|820;2|976|200643|171549|1853231|283168|626933;2|1239|186801|186802|216572|2485925;2|1239|186801|186802|216572|216851|853;2|1239|186801|186802|186803|2316020|46228;2|1239|186801|186802|186803|572511|1322;2|1239|186801|186802|216572|1263|41978;2|1239|186801|186802|186803;2|1239|186801|186802|186803|572511|53443;2|1239|186801|186802|186803|207244|1872530;2|1239|186801|186802|216572|1263|40518;2|1239|186801|186802|216572|1263|1161942;2|1239|186801|186802|186803|2316020|33038,Complete,
"Signature 1","Experiment 1","Study 25","Figure 4","25 October 2018",WikiWorks743,WikiWorks743,"Difference in microbial community composition of upper buttok skin between males and females",increased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Sporacetigenium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Actinomycetia,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Dermabacter,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Eremococcus",2|1239|91061|186826|1300;2|1239|91061|186826|1300|1301;2|1239|91061|186826|186827;2|1239|186801;2|1239|186801|186802;2|1239|186801|186802|31979;2|1239|1737404|1737405|1570339|150022;2|1239|186801|186802|186804;2|1239|1737404|1737405|1570339|165779;2|1239|909932|1843489|31977;2|1239|909932|1843489|31977|29465;2|1239|186801|186802|186804|360541;2|201174|1760|85007|1653;2|201174|1760|85007|1653|1716;2|201174|1760|2037;2|201174|1760|85006|85020;2|201174|1760|85006|85020|43668;2|201174|1760|85006|1268|32207;2|201174;2|201174|1760;2|201174|1760|85006|85023;2|201174|1760|85006|85023|33882;2|201174|1760|85006|145357|57495;2|976|117743;2|976|117743|200644;2|976|117743|200644|49546;2|976|117743|200644|49546|1016;2|1224|1236|2887326|468|469;2|201174|1760|85006|85020|36739;2|1239|91061|186826|186827|171412,Complete,"Shaimaa Elsafoury"
"Signature 2","Experiment 1","Study 25","Figure 4","25 October 2018",WikiWorks743,WikiWorks743,"Difference in microbial community composition of upper buttok skin between males and females",decreased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|g__Enhydrobacter,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium",2|1239|91061|186826|33958;2|1239|91061|186826|33958|1578;2|201174|1760|85009|31957;2|201174|1760|85009|31957|1743;2|201174|1760|85004;2|201174|1760|85004|31953;2|201174|1760|85004|31953|2701;2|1224;2|1224|1236;2|1224|1236|72274;2|1224|1236|2887326|468;2|1224|28211|356|212791;2|201174|1760|85006|85019;2|201174|1760|85006|85019|1696,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 1","Study 526","Figure 6","11 August 2021",Samara.Khan,Samara.Khan,"The following taxa were increased in patients with endometriosis and adenomyosis compared to those with just endometriosis",increased,"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,k__Bacteria|p__Firmicutes|c__Tissierellia|g__Ezakiella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Escherichia/Shigella sp.,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae",2|201174|84998|84999|1643824|1380;2|1224|29547|213849|72294|194;2|1239|1737404|1582879;2|1239|186801|186802|216572|216851;2|1224|1236|91347|543|1940338;2|1224|29547|213849|72294;2|201174|84998|84999|84107,Complete,
"Signature 1","Experiment 2","Study 526","Figure 6","11 August 2021",Samara.Khan,Samara.Khan,"The following taxa had increased abundance in patients with endometriosis and adenomyosis compared to those without endometriosis or adenomyosis.",increased,"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,k__Bacteria|p__Firmicutes|c__Tissierellia|g__Ezakiella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Escherichia/Shigella sp.,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae",2|201174|84998|84999|1643824|1380;2|1224|29547|213849|72294|194;2|1239|1737404|1582879;2|1239|186801|186802|216572|216851;2|1224|1236|91347|543|1940338;2|1224|29547|213849|72294;2|201174|84998|84999|84107,Complete,
"Signature 1","Experiment 1","Study 480","Figure 4B","1 July 2021",Samara.Khan,Samara.Khan,"There was increased abundance of gemella and streptococcus when comparing the vaginal fluid of endometriosis patients to healthy controls",increased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus",2|1239|91061|1385|1378;2|1239|91061|186826|1300|1301,Complete,
"Signature 2","Experiment 1","Study 480","Figure 4B","1 July 2021",Samara.Khan,Samara.Khan,"There was decreased abundance of aerococcus in vaginal fluid of endometriosis patients compared to healthy controls. Atopobium, which is normally found in the lower female reproductive tract, was completely absent in vaginal fluid of endometriosis patients.",decreased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium",2|1239|91061|186826|186827|1375;2|201174|84998|84999|1643824|1380,Complete,
